,ad_creative_body,count
1171,"Hello, it’s Kate Mulgrew, Captain Janeway on Star Trek: Voyager. 19 actors from six decades of Star Trek are coming together for a grassroots fundraiser on October 13th. Will you join the fun? 

Chip in any amount to join us and support Joe, Kamala, and Democrats across the country. Thank you!",89
1172,"Trump’s Supreme Court pick, Judge Amy Coney Barrett, has a written track record of disagreeing with the U.S. Supreme Court’s decision upholding the Affordable Care Act. 

And just a week after Election Day, the Court will be hearing another make-or-break case on the ACA. 

In short: Trump, the GOP, and the Supreme Court could take away your health care in the middle of a global pandemic. 

We cannot allow this. Rush a donation to Democrats who are FIGHTING BACK. >>",89
1173,"Hey everyone, Tuesday, Nov. 3 is Election Day and I’m counting on you to get out and vote.

Please, take just a minute now to confirm your polling place and then make your plan to vote!",89
1174,"This election could come down to just a handful of votes per precinct in North Carolina, so I’m counting on you to make a plan to vote right now.

Please, click below and take just a minute to find your polling place and make a plan to vote for Joe!",88
1175,"Hi, it’s Pete Buttigieg. I’m reaching out today to let you know about an exciting event on Friday -- Joe Biden and I will be hosting his campaign’s first virtual grassroots fundraiser!

Grassroots fundraisers are really important to me since they open the doors to political fundraisers to donors like you -- who chip in $5 or $25 at a time. 

So if you chip in today to secure your spot, we’ll send you your personal link to join us on Friday!",88
1176,"Did you know that most people who click on this ad will donate on average $25?

Every time this campaign has asked something of our supporters, not only have they risen to the challenge, but they’ve broken records doing so. This is our last full month of fundraising before the election is over, so I’m setting one last goal: let’s push that number from $25 to $30. Any amount you give today goes toward helping take back the White House and electing Democrats nationwide. What do you say - are you up to break records one last time?",88
1177,"""I'm excited to vote for Biden and Harris. I believe Biden will serve our country."" - Jo",88
1178,"Instead of addressing the real issues impacting the American people, Trump and the right-wing media have spent every day since Kamala was announced as Joe’s running mate peddling desperate conspiracy theories and attempting to discredit her. 

Stand up to Trump. Tell Kamala you’ve got her back.",88
1179,"Donald Trump showed the country last night just how unfit he is to be president. If you weren't able to bear watching it, we condensed it down to one minute for you:",88
1180,Democracy is delicious. Vote Biden-Harris.,88
1181,"Arizona, we need your help to elect Joe Biden and get our country back on track. No more malarkey. There’s no time to lose, register to vote today!",87
1182,"Hi there, it’s Jeri Ryan, also known as Seven of Nine on Star Trek: Voyager and Star Trek: Picard. Lay a course to a fundraiser that’s out of this world! 

19 actors from six decades of Star Trek are coming together for a grassroots fundraiser on October 13th. Chip in any amount to join us and support Joe, Kamala, and Democrats across the country. I hope to see you there!",87
1183,October 24 is Vote Early Day! Click below to discover all your ways to elect Joe Biden by voting early this year!,87
1184,"Hi there, it’s Doug Emhoff. 

I’m asking you to please make a $5 donation to help Joe, my wife Kamala, and Democrats across the country win in November. We only have a few weeks left until Election Day and it’s going to take all of us working together to defeat Trump and Republicans across the country — so we need you with us. 

What do you say? Can Kamala and I count on you to chip in $5 right now?",87
1185,"Hi, it’s Pete Buttigieg. I’m here to invite you to a virtual grassroots fundraiser with Joe Biden and me on Friday. 

Do you want to join us? Ticket prices are “pay what you want” -- so chip in anything you can by clicking below, and we’ll follow up with your special link to access the fundraiser and a form where you can submit questions.

Hope we’ll see you then!",87
1186,Take a seat and listen to Curly talk politics and pupusas with Senator Kamala Harris. Make your plan to vote at iwillvote.com,86
1187,Join Team Biden-Harris and vote.,86
1188,Get limber. Vote Biden-Harris.,86
1189,"Nebraska: It’s time to vote early in person!

Your vote is critical in this year’s election. Click below to visit iwillvote.com/NE and make a plan to vote early this year.",86
1190,"URGENT: You can cast your ballot for Joe and Kamala today!

You can vote early in Arizona now, so don’t wait any longer – click below to find out where you can vote.",85
1191,"The 2020 election isn’t a few weeks away – it’s already here. Millions of people are voting, and I’m asking you to join them.

Click below to confirm where you can vote early in Iowa this year, and then make a plan for how and when you’re going to cast your ballot for Joe and Kamala now.",85
1192,"I know I ask a lot of you. But that debate really put things into perspective. We have to get this guy out of there.

Look, the polls are tighter than we need them to be, and the Republicans are spending a lot of money in key swing states. I don’t want to wake up the morning after Election Day with any regrets thinking we could have done more. That’s why I have to ask you once again: will you chip in $10 right now to defeat Trump and the GOP?",85
1193,"💰URGENT💰The latest reporting has shown that Joe Biden has less cash to spend than our top Democratic opponents!  
We’re in a tight race, no one can deny that. But Joe Biden is still in the best position to beat Donald Trump and win the battle to restore the soul of our nation.
People across the country agree – we’re beating Trump in more than 70 polls nationwide.
We’ve got a big gap to close, but every dollar makes a difference! Can you chip in $5 now to help us catch up to our competitors?",85
1194,"Hi folks, it’s Joe. No matter which way you slice it, my first debate against Donald Trump is going to be interesting. I remember watching the 2016 debates and being horrified—and yet, not surprised—by the lies he flung around so blatantly. 

I’m not going to stand for it. I promise you I will hold Donald Trump accountable for his lies. Will you help me do it by contributing $10 to our Fact Check Fund? You’ll be supporting me and Kamala, as well as Democrats across the country, as we work to oust Trump and the GOP in November.",85
1195,Watch as Curly shares his mother’s pupusa recipe with Senator Kamala Harris while they talk about family and voting.,85
1196,"OFFICIAL CAMPAIGN UPDATE:

Folks, this race is still incredibly tight. Our team ran the numbers and we’re going to need to build the biggest get-out-the-vote campaign in history to defeat Donald Trump and his Republican allies.

Can I count on you to chip in whatever you can to power our voter outreach efforts? Since day one, we have relied on grassroots supporters like you. Now we need you more than ever. Whether you donate $5 or $50, it’ll go a long way in helping elect me, Kamala, and Democrats nationwide.",85
1197,"Our generation will decide what path our country takes. Let’s use our power, our voice and our vote. Go to iwillvote.com or voyavotar.com and make a plan to vote TODAY.",85
1198,"In these uncertain times, it's more important than ever to keep our movement strong and defeat Donald Trump in the general election – but the only way we can do that is if we keep building together. Our fundraising goals remain critically important, and now that our campaign is entirely online, we mean it when we say your donation has never mattered more. We need to raise $55,000 by midnight from ads like these, so please, are you able to chip in $5 today to sustain our movement to defeat Donald Trump and Republicans across the country in November?",84
1199,"Right now as a country, we are facing dark times. We’re fighting a crisis on multiple fronts — including a global pandemic, the economy, racial injustice, climate change and more. I know it can be challenging to muster up the strength to keep fighting. If you have a moment, I’d like to tell you where I am finding hope. 

This isn’t the first time our country has gone through rough times, and it won’t be the last. One thing remains true: our country is resilient because the people in it are resilient. I believe we will overcome these dark times, and the work of building our country back better begins when we win in November. We need to elect leaders who believe in us, will be honest with us and won’t run away to play golf when the going gets tough. I know that Joe and I, along with Democrats across the country, are ready to fight to lift our country out of this darkness, but we need your help. Will you make a donation to help fuel our fights in these last few weeks?",84
1200,"This election could come down to just a handful of votes per precinct in Arizona, so I’m counting on you to make a plan to vote right now.

Please, click below and take just a minute to find your polling place and make a plan to vote for Joe!",84
1201,"This election could come down to just a handful of votes per precinct in Florida, so I’m counting on you to make a plan to vote right now.

Please, click below and take just a minute to find your polling place and make a plan to vote for Joe!",84
1202,"USA Today made its first presidential endorsement in the paper's history: ""Elect Joe Biden. Reject Donald Trump.""",84
1203,"This election could come down to just a handful of votes per precinct in Wisconsin, so I’m counting on you to make a plan to vote right now.

Please, click below and take just a minute to find your polling place and make a plan to vote for Joe!",84
1204,"Our campaign is going to win - especially with regular folks like you chipping in $5, $10, or $25 at a time. Rush a donation right now - and it’ll go directly to funding our campaign and helping Democrats up and down the ballot. Because it’s going to take all of us coming together to beat Trump and the GOP machine. Donate:",84
1205,"This election could come down to just a handful of votes per precinct in Michigan, so I’m counting on you to make a plan to vote right now.

Please, click below and take just a minute to find your polling place and make a plan to vote for Joe!",84
1206,"This election could come down to just a handful of votes per precinct in Pennsylvania, so I’m counting on you to make a plan to vote right now.

Please, click below and take just a minute to find your polling place and make a plan to vote for Joe!",84
1207,"This election could come down to just a handful of votes per precinct in Georgia, so I’m counting on you to make a plan to vote right now.

Please, click below and take just a minute to find your polling place and make a plan to vote for Joe!",84
1208,"Hi, it’s Rep. Ayanna Pressley. This is the most consequential election in our nation’s history. Our democracy, our livelihood, and our lives are all on the ballot this year. 

This fight isn’t over until every last vote is counted. Don’t listen to the pundits or polls — we cannot afford to become complacent at the last second. 

That’s why I’m asking for your help. If you’re able, please consider chipping in a few bucks to help Joe, Kamala, and Democrats across the country cross the finish line. Thank you.",84
1209,Cuando votamos las cosas cambian. Cuando votamos las cosas mejoran. Cuando votamos abordamos la necesidad de tratar a todos con dignidad y respeto.,83
1210,"With Election Day rapidly approaching, we’re running out of time to defeat Trump so I’ll be quick. Pro-Trump super PACs have been spending millions of dollars running negative attack ads in battleground states like Florida, Pennsylvania, Wisconsin, and Ohio. We can’t let them continue to spread lies. Will you rush a donation of any amount to help us counter Trump’s negative ad blitz so we can elect Democrats nationwide?",83
1211,"Florida - in order to defeat Donald Trump YOU have to vote.

We need to register another 5,000 people in Arizona before the deadline. Register to vote today!",83
1212,"In the face of COVID-19, our voting system is transforming to allow more mail-in and early voting opportunities that keep voters safe. And that’s a good thing. But the consequence is that we don’t know on what date each person will vote. They could make their choice on November 3 — or they might choose tomorrow. 

There is truly no time to waste. We need to move quickly to reach voters who are casting their ballots early and are still on the fence, before it’s too late to make a difference. 

Will you chip in to support this vital work to help elect Joe, Kamala, and Democrats everywhere?",82
1213,"People are already voting across the country, whether in person or through the mail. That means that even though Election Day isn’t until November 3, many Americans are making their choice TODAY. 

Every day, the number of potential voters we can reach becomes smaller. We need your help to make critical investments in battleground states NOW, before it’s too late to make a difference. Will you chip in what you can to support the effort?",82
1214,"URGENT: Voting has started in Pennsylvania, and a recent poll showed us neck and neck with Donald Trump!

If we’re going to turn Pennsylvania blue, we’re counting on Democrats like you to cast your vote now and help us win. Please, click below to request your ballot to help defeat Donald Trump!",82
1215,"¿Por qué hay tanto esfuerzo para silenciar nuestras voces? 

Porque cuando votamos, las cosas cambian. Y este año, con el futuro de nuestro país en riesgo, estoy contando con su voto y su ayuda para mejorar nuestro país. Por favor confirme hoy que está registrado para votar.",82
1216,"The 2020 election isn’t a few weeks away – it’s already here. Millions of people are voting, and I’m asking you to join them.

Click below to confirm where you can vote early in Arizona this year, and then make a plan for how and when you’re going to cast your ballot for Joe and Kamala now.",82
1217,"That debate said everything we needed to know about the kind of man Donald Trump is. It’s time to get him out, and the best way I know to do that is with an overwhelming victory in November. That’s why I’m asking for a $10 contribution today. Every dollar helps us mobilize additional voters so we can beat Trump and elect Democrats up and down the ballot. Please, give what you can now.",81
1218,"Very soon I’m going to announce the woman who will serve as my running mate in this election against Donald Trump and Mike Pence. I know the first thing she’ll want to do is meet our supporters — so we’re holding our very first grassroots fundraiser as an official Democratic ticket to support our campaign and Democrats nationwide. I want to personally invite you to join this event. All you need to do to RSVP is donate any amount and we’ll follow up with the exact date, time and other details. Hope to see you there!",80
1219,"Response Missing: Are you voting for Joe Biden?

In every crisis our country has faced during this administration, Donald Trump has failed the American people on all fronts – providing nothing but incompetence, lies and excuses. We need 71 more responses from your area to our general election poll before midnight to shape our strategy to get Trump out of the White House, but we're still waiting to hear from top Democrats like you. So please, let us know now if you're planning to vote for Joe Biden this November:",80
1220,"I was so humbled to accept the Democratic nomination.

The idea that a kid from Scranton could grow up to be president one day just boggles the mind. It says a lot about this country.

When it comes down to it, this election is Scranton vs. Park Avenue. It’s about whether we elect a leader who’s spent his entire career trying to lift up working people, or a leader who looks down on them.

I’m no billionaire. I’m here because the American people have always had my back... and I have theirs. As we go into the final month of this election, I’m asking for you to have my back once more. Will you donate now to defeat Donald Trump and elect Democrats up and down the ballot?",80
1221,"Joe’s first debate against Donald Trump is on the 29th — and considering how much Trump lies on a daily basis, we’re expecting a lot of hate, division, and fear-mongering. 

That’s not who Joe is. Joe tells it to you straight, and that’s why he’ll be working hard to combat Trump’s lies and hold him accountable to what he says on the debate stage. Will you help him by donating to our Fact Check Fund? You’ll be supporting Joe and Kamala, as well as Democrats across the country, as they work to oust Trump and the GOP in November.",80
1222,"If we are going to put Joe Biden in the White House and win in critical races across the country, we’re going to need Democratic activists like you to step up and donate.
 
Help make sure we have the resources we need to build winning campaigns by becoming a Summer Sustainer today!",80
1223,"Have you seen Trump’s latest crazy, misleading fundraising pitches? He’s offering an absurd 8x match on every dollar donated. Now, if that were true, that means for every single dollar Trump raises, we’d have to raise $9 just to stay even. Can you contribute $9 right now to help us fight back against Trump’s big money match so we can defeat him and the GOP nationwide? Every donation really matters when we’re less than eight weeks to Election Day.",80
1224,"I’m almost ready to make one of the biggest announcements of this entire campaign: picking the woman who will serve as my running mate and the next vice president.

I know that as soon as she joins the campaign, she’ll want to hear directly from the grassroots supporters who have powered our campaign since Day 1. So I’d like to personally invite you to join me and my running mate for our first grassroots fundraiser together as the official Democratic ticket. Can you RSVP now? Donate any amount — even just $15 — to secure your ticket to this grassroots fundraiser. Your donations are critical in our fight to defeat Donald Trump and the Republicans in November.",80
1225,"BREAKING: Monday, Oct. 19 is the LAST DAY to register online to vote in Michigan! 

Don’t miss your chance to vote for Joe and Kamala this year – take just a minute to check your voter registration now before time runs out! 

Please note, once this deadline passes, you can still register to vote when you vote in person through early voting and on Election Day.",80
1226,"I’m counting on you to find your polling place so you can vote early.

With the polls closer than ever in Minnesota, every single vote is so important. The polls are open now, so please, click below to find your voting location and make a plan to vote today.",79
1227,"Only A True Tar Heel Can Get 9/10 On This Quiz.
If you have strong opinions about vinegar's role in barbecue, this one's for you.",79
1228,Make a plan to vote today. Go to iwillvote.com,79
1229,"URGENT: Voting is open in Michigan, and a recent poll showed Donald Trump leading by just one point!

If we’re going to turn Michigan blue, we’re counting on Democrats like you to cast your vote now and help us win. Please, click below to request your ballot to help defeat Donald Trump!",78
1230,"Estamos en una batalla por el alma de nuestra nación. Lo he repetido muchas veces desde que lanzamos esta campaña:
 
El tiempo se está acabando y las encuestas nos reportan muy cerca, la única forma de vencer a Donald Trump es si cada uno de nosotros votamos este año. ¡Por eso estoy contando con usted para que encuentre su centro de votación y se comprometa a votar temprano hoy!",78
1231,"Donald Trump has failed to step up in the face of a climate crisis. Not only has he failed to acknowledge climate change as an existential threat, but he’s also let America fall behind in the development of emerging key technologies, giving China a huge headstart with green technologies and the jobs that go with them. Meanwhile, American infrastructure has deteriorated even further on his watch. 

When I am president, we’re going to treat climate change like the existential threat that it is, and we’re also going to seize this opportunity to build a more resilient, sustainable economy. We’re going to extend tax incentives that generate energy efficiency and clean energy jobs. We’re going to develop clean energy technologies and ensure they’re made in America. And along the way, we’ll create millions of good, union jobs to rebuild our crumbling infrastructure. 

If you’re in, sign on right now.",78
1232,"I know Joe Biden, and I know he’ll make a great president – but Wisconsin, he can’t win without you.

Please, take just a minute to make your plan to vote for Joe Biden on Election Day right now.",78
1233,"If the revelations in The Atlantic article are true, then they are yet another marker of how deeply President Trump and I disagree about the role of the President of the United States. I have long said that, as a nation, we have many obligations, but we only have one truly sacred obligation: to prepare and equip those we send into harm’s way, and to care for them and their families, both while they are deployed and after they return home. That’s the foundation of what Jill and I believe. As the proud parents of a son who served in Iraq, we’ve made supporting service members, veterans, military families, caregivers, and survivors, a focus of our work.

Generations of American troops have shed blood around the world in defense of our freedoms and to protect U.S. vital interests. From the frontlines of our own Revolution to Belleau Wood to the beaches of Normandy to the mountains of Afghanistan, the sacrifice and bravery of our troops and their willingness to serve our nation should be honored. Will you join me today in signing your name to condemn Trump’s comments? It’s important for all of us to ensure that our American heroes know we have their backs and honor their sacrifices — always.",78
1234,"Yo soy Boricua, pa'que tu lo sepas! Make sure you head over to iwillvote.com or voyavotar.com and make a plan to vote today!",78
1235,"As a father to a service member who deployed to Iraq, I understand the sacrifice our nation’s troops and their families make. We should be honoring these folks, not putting them down like this president has done. Right now, with all that is going on, it’s important for all of us to ensure that our service members, veterans, their families, caregivers, and survivors know we have their backs and honor their sacrifices 100%. Will you sign your name to say you support them?",78
1236,"It’s all on tape. Donald Trump knew this virus was extremely deadly in February. He intentionally downplayed it to the public before nearly 200,000 Americans died.

This is unconscionable. Sign your name to say Trump must be held accountable now.",78
1237,Joe Biden will rebuild Florida tourism. It starts with his plan to defeat COVID.,78
1238,"Hi, this is Mandy Patinkin! Will you chip in $5 to help Joe, Kamala, and Democrats across the country? 

We always knew it would be a tough fight, and we can’t do it without you. Please donate what you can to make a difference before Election Day. Thank you.",77
1239,"The pundits are painting a picture where we have a big lead, but let me tell you this. Our internal polls tell a much different story. It looks like this is going to be extremely close — the outcome this Election Day may very well come down to undecided swing voters. It’s critical that our message reaches as many of these voters as possible in the final days of the election. 

Can you rush a $25 donation before it’s too late? Every dime moves us closer to defeating Trump and his GOP allies nationwide.",77
1240,"Donald Trump has turned this country upside down. Telling lies, sowing fear, stoking violence — I don’t believe that’s who we are. We can do better. 

I’ve said from day one that this fight is about restoring the soul of our nation. But I can’t do that without you. We have just a few days left to make an impact before polls are closed — will you chip in to help me and Democrats across the country set things right?",77
1241,"🚨 Survey Alert 🚨

So often we’re told that the questions asked at debates don’t reflect what the public cares about, but from day one of this campaign, my goal has been to listen and answer to my supporters. That’s why I want to hear your input. Will you spare a few minutes to take our Presidential Debate Issues Survey?",77
1242,"One of the things I’ve learned is that the true test of a leader’s character is how they respond in the toughest of times. If it wasn’t clear before, this pandemic has shined a light on Donald Trump’s true character. He purposefully downplayed the coronavirus pandemic, and when the people of our country needed a Commander in Chief, he was too busy playing golf. 

Right now, I am giving you my word: I won’t ever turn my back on you, and I will never lose hope in you or our country. So, what do you say: will you make a donation right now to help me, Joe and Democrats nationwide win in November and begin the work of building our country back better than before?",77
1243,Make your plan to vote early!,77
1244,"With the pandemic changing the way we campaign, we’re constantly looking for ways to involve our supporters virtually. That’s why we want to hear from you ahead of the presidential debates. What issues do you care about? Take our short survey today »",77
1245,"If I made you proud on the debate stage, will you chip in what you can? 

There’s too much on the line this year, for all of us. The next couple of weeks aren’t going to be easy, but if we continue to build on the resources and support we’ve had so far, I know we can do it.

We can’t take anything for granted, which is why I’m asking: will you chip in to help Joe and me — as well as Democrats across the country — win on Election Day?",77
1246,"From the start of his campaign, Joe Biden has always sought the input of his supporters because he knows that being president is about listening to and serving the American people. 

This election’s presidential debates will be no different. Joe Biden wants to hear from you before he takes the stage: what issues do you care about? Share your input by taking our quick Presidential Debate Issues Survey »",77
1247,"Here’s the truth: Trump is nervous. Our momentum is growing, and with the polls still tight in key battleground states, Republicans are on the edge of their seats. But we can’t let them pull ahead in the race’s final weeks — not when the stakes are this high. 

Will you donate $10 right now to keep Trump and the GOP on their toes? We’re doing all we can to make sure Democrats win up and down the ballot in November, but we need support from grassroots donors like you to remain competitive.",77
1248,"BREAKING: Monday, Oct. 19 is the LAST DAY to register to vote in Pennsylvania! 

Don’t miss your chance to vote for Joe and Kamala this year – take just a minute to check your voter registration now before time runs out!",76
1249,"""The things that [Donald Trump] has gotten away with would never have been acceptable at any other point in time."" -Rey",76
1250,"Hey North Carolina — make your plan to vote early.

There are two easy ways to vote early — by mail or in person. Find one that works around your schedule. 

Don’t delay — make your plan to vote early today!",76
1251,"Want to let Donald Trump know exactly what you think of him on what we hope will be his last birthday in the White House? Here's your chance! 

In honor of his big day, we're putting together a list of 740,000 Americans who can't wait to vote him out of office in November – but your name is still missing. Will you sign the card now?",76
1252,We need to vote for Joe Biden because otherwise our country is headed down very a dark path – and that’s not hyperbole.,76
1253,"If we pour all our efforts into these last days, if we vote up and down the ticket like never before, then we will not only elect Joe Biden and Kamala Harris, we will also leave no doubt about what this country that we love stands for. 

Donate now to help push Joe, Kamala, and Democrats everywhere across the finish line:",76
1254,"BREAKING: Bernie Sanders just endorsed Joe Biden to be the next president of the United States because he agrees: It’s time to come together to defeat the most dangerous president in modern history.

But as we enter the general election, our movement is up against the $675 million that Donald Trump's campaign and the RNC have raised to power Trump's reelection. We can get him out of the White House and restore the soul of this nation, but it's going to take every single one of us uniting together to get it done.

We need to raise $55,000 more before midnight tonight to make sure our campaign has the resources it will take to win this thing, and we're counting on your grassroots support: Will you join Bernie Sanders now by donating to defeat Donald Trump and send Joe Biden back to the White House?",75
1255,"ELECTION UPDATE: 
With just weeks left until Election Day, we’ve got to turn up the pressure on Trump and the GOP. They know we’ve got momentum on our side, and every dollar we can raise from grassroots supporters makes them more and more nervous. 

Will you chip in any amount right now so we can keep Trump and Republicans on their toes? In a race this close, your contribution could make the difference between victory and defeat.",75
1256,"Take just a couple of minutes to make your plan to vote early on Vote Early Day – Oct. 24. 

Visit makeaplan.com to learn more about your options for voting, and find out how and where you can vote this year.",75
1257,"To all the parents out there, our children are counting on us. As a father, I know from experience how important it is to ensure a better future for your children. We need someone in office who uses their power to build a country where our children can thrive. As President, I promise to do just so. Will you make a donation of just $10 or $15 to help elect me, Kamala, and Democrats nationwide who will work tirelessly to give our younger generation a better future?",75
1258,"In difficult moments like this, it’s easy to succumb to despair. Many are counting on us to do so. But, as I’ve said before, I believe faith sees best in the dark. We are still in this fight together, and it’s a righteous fight worthy of everything we’ve got. It’s up to us to make sure that when we look back at this moment, we don’t just remember how we felt, we remember what we did. So I’m hoping I can count on you in this crucial moment to make a donation to elect myself and Democrats across the country:",74
1259,"Look, it’s no secret that winning the popular vote isn’t enough. In 2016, Hillary Clinton won nearly 3 million more votes than Donald Trump but still lost in the Electoral College. 

To secure the 270 electoral votes we need to win, we have to notch decisive victories in a series of key battleground states. That means flipping states Trump won in 2016 – like Michigan, Pennsylvania, Wisconsin, Florida, North Carolina, and others – into our column this time around. 

Right now, the margins in these states are razor-thin. It’s no small feat, but I know we can accomplish this historic victory if we do it together. I’m asking: will you pitch in whatever you can right now to help me and Democrats down the ballot win key battleground states? Time is running out, so please make a contribution today:",74
1260,"Donald Trump claims he wants to make America great, but everyday he’s stoking fear in our institutions and promoting division. 

Our campaign is about winning the battle for the soul of our nation, and I believe that starts by restoring hope in our country and its leaders. Together, we can fulfill the promise of an America that serves everyone who lives here. Can we count on you to donate $5 or $10 to help take back the White House and elect Democrats who share our values up and down the ballot?",74
1261,"I’ve said from the onset of this campaign that we’re in the battle for the soul of our nation. The events of the past few days have only made that clearer than ever. While Republicans are trying to jam through a Supreme Court nomination, Donald Trump refused to confirm that he’ll accept a peaceful transfer of power. 

I’ve been in public service for a long time, which is why I can confidently say that it doesn’t have to be like this. Trump and the GOP may be willing to disrespect democratic norms, but I’m not. It’s time to return decency, honesty, and integrity to the White House. If you agree, will you chip in right now to help elect not just me and Kamala, but honorable Democrats across the country? We can only win this battle together.",74
1262,"Folks, I know it’s hard to believe, but we’re just days away from Election Day. Make no mistake: these final days are make-or-break in determining the outcome of this election. 

We’re investing huge resources to spread our message and get out the vote, but we’re not alone. Trump’s billionaire donors and super PAC supporters are pouring millions across battleground states as we speak. 

We need to fight back, but our campaign is fueled by grassroots donations. Will you rush a donation right now to ice out Trump and the GOP? Your donation will help push Democrats everywhere across the finish line.",74
1263,"🎉 Happy Birthday, President Obama! 🎉 

We’re sending him a BIG surprise and need you to be part of this: Before midnight, will you help us reach 544 more signatures on President Obama’s secret birthday card?",74
1264,"Since the start of Trump’s campaign and throughout his presidency, he has chosen to stoke fear in the people and institutions that make our country great. I’ve said it before and I’ll say it again: we’re in a battle for the soul of our nation -- and it starts with choosing hope. 

I believe that together we can build our country back better than it ever was and reclaim our dignified reputation. Will you help power my movement, and that of Democrats nationwide, by donating what you can today?",74
1265,"Votar temprano nunca ha sido tan fácil. Te pido que no esperes — únete a los millones de americanos quienes ya han votado por mi esposo Joe, y ayudando a avanzar el país. 

Por favor visita voyavotar.com para aprender cómo puedes hacer tu plan para votar temprano. ¡Y no olvides pedirle a tus amigos y familiares que hagan un plan para votar también!",74
1266,"Hi there, it’s Kamala. In a moment, I’m going to ask you to make a donation to support me, Joe, and Democrats across the country — here’s why: Election Day is less than 30 days away and we are counting on our grassroots supporters to power us to victory against Trump and the GOP. 

We can’t afford to give up any ground in these last few weeks. That’s why I’m hoping you’ll chip in whatever you can to make sure we defeat Trump, flip the Senate, and elect Democrats across the country.",74
1267,"This moment in history demands a leader capable of meeting its challenges, which is why it’s never been more urgent that we elect Joe Biden and Democrats nationwide. Our campaign is fueled by grassroots supporters, like you, chipping in $5 or $10 when they can. These next few months are absolutely critical in our path to victory. 

Will you show your support by becoming a Summer Sustainer today?",73
1268,"We are planning something BIG for what we hope will be Donald Trump's last birthday in the White House on June 14 – and we need your help.

Trump is turning 74, so we're putting together a list of 740,000 Americans who can't wait to vote him out of the White House in November – but it looks like you haven't added your name yet. Don't miss your chance to show Trump exactly what you think of him on his big day: Sign your name now!",73
1269,"📊 New poll of independents: Trump 44% (🔺10), Biden 34%. We have to close this gap as soon as possible, and that means we need the resources to spread our message. Can you make your best possible contribution right now to defeat Donald Trump and the GOP this November? It would really mean a lot to Kamala and me to have your support.",73
1270,"The 2020 election isn’t a few weeks away – it’s already here. Millions of people are voting, and I’m asking you to join them.

Click below to confirm where you can vote early in Minnesota this year, and then make a plan for how and when you’re going to cast your ballot for Joe and Kamala now.",73
1271,"Hey Florida, you don’t have to wait any longer – you can vote for Joe and Kamala THIS WEEKEND!

Just take a minute to click below and confirm your polling place, and then make a plan to spend your weekend voting Trump out!",73
1272,"𝗦𝗵𝗵𝗵𝗵, 𝗶𝘁’𝘀 𝗮 𝘀𝘂𝗿𝗽𝗿𝗶𝘀𝗲! 

We’re quickly gathering signatures on President Obama’s birthday card and need your name included before it’s too late. Help make this his best birthday YET by adding your name today!",73
1273,"ELECTION ALERT: If you live in Georgia, you can vote today!

Don’t wait another day to vote Trump out. Voting early in Georgia is easy and convenient – click below to find your voting location now.",73
1274,"I’m so proud to be your nominee. I have a quick request: can you chip in to help all the way through November? Trump and the GOP are raising a whole truckload of money, so for us to stay competitive and help Democrats up and down the ballot, I’ve got to ask: can you donate?",73
1275,"En tus manos está el poder de un mejor futuro para nosotros. Siempre unidos hasta en la distancia. Comparte y taguea a tus amigos, familiares o conocidos de la diáspora para que salgan a votar allá y nos ayuden acá. #HazloXMi #FloridaVota #TúSiVotas",73
1276,"Hi, it’s Cory Booker here with an important question for you! With fewer than 50 days left to go, will you join me in supporting Joe Biden, Kamala Harris, and Democrats across the country?

I know it’s frightening just how much is at stake in this election, but taking action right now is the best thing you can do to fight back. Joe and Kamala are not in this alone. They have me, they have you, and we’re ready to fight. So, will you donate whatever you can today for the sake of our future and our nation?",73
1277,"Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline. Election Deadline.

Election Day is almost here. Can you chip in to help Joe, Kamala, and Democrats win?",72
1278,"Spend some time with Senator Kamala Harris as our own Curly talks with her about what’s important: immigration, voting, and cooking with your mother.",72
1279,𝗬𝗢𝗨𝗥 𝗦𝗜𝗚𝗡𝗔𝗧𝗨𝗥𝗘 𝗠𝗜𝗦𝗦𝗜𝗡𝗚 | 𝟭𝟭:𝟱𝟵 𝗣.𝗠. 𝗗𝗘𝗔𝗗𝗟𝗜𝗡𝗘 Democrats: We still need 544 signatures on President Obama’s birthday card before it’s too late! Help us wish President Obama a happy birthday by adding your name now:,72
1280,"Our grandchildren are counting on us. As a grandfather, I know just how important it is to ensure a better future for your children and grandchildren. We need someone in office who will use their power to build a country where our grandchildren can thrive. As President, I promise to do just that. Will you make a donation of just $10 or $15 to help elect me, Kamala, and Democrats nationwide who will work tirelessly to give our younger generation a better future?",72
1281,"Pennsylvania - in order to defeat Donald Trump YOU have to vote.

We need to register another 5,000 people in Arizona before the deadline. Register to vote today!",72
1282,"Ahora más que nunca te necesitamos. Comparte y taguea a tus amigos, familiares o conocidos de la diáspora para que ejerzan su derecho al voto, ¡por ti y por todos! #HazloXMi #FloridaVota #TúSiVotas",72
1283,It’s time for some real talk with George Lopez. This election is the most important of our lifetimes. We still have voters to mobilize right now — please make a $25 contribution to defeat Donald Trump and his allies up and down the ballot.,72
1284,"Are you ready to elect Joe Biden and Kamala Harris?

With less than one month to Election Day, there’s never been a more important time to join the team — and we can’t win without you. 

Add your name right now to elect Joe and Kamala.",72
